Reporting Account Short Number,Reporting Account Name,Reporting Account Indicator,Source Account Short Number,Source Account Name,As of Date,Security Number,Country of Risk Exposure Code,Country of Risk Exposure Name,Segment Description,Category Description,Sector Description,Industry Description,Security Description 1,Security Description 2,Custom,Account Base Currency,Exch Rate,Issue Currency,Traded Shares/Par,Amort Cost Base,Amort Cost Local,Price Base,Price Local,Market Value Base,Market Value Local,Net Income Receivable Base,Net Income Receivable Local,Market Value with Accrual Base,Coupon Rate,Maturity Date,Unrealized Market Gain/Loss Base,Unrealized Market Gain/Loss Local,Unrealized Currency Gain/Loss,Total Unrealized Gain/Loss,% of Market Value,ISIN,Sedol,Cusip,Ticker,Custody Account Number,Income Currency,Security Identifier,Underlying Security ID,FAS 157 Level,Capital Shares Receivable,Capital Shares Payable,Total Market Value w/ Cap Shares Rec/Pay
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,51476X204,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,LANDCADIA HOLDINGS II INC,.,EQUITIES,CAD,0.765902,USD,52900,710357.08,529880.5,13.141367,10.065,695178.33,532438.5,0,0,695178.33,0,,3339.85,2558,-18518.6,-15178.75,,US51476X2045,BK4LWN5,51476X204,LCAH U,YVRF9001002,USD,TRUST,,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,524643202,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,LEGACY ACQUISITION CORP,.,EQUITIES,CAD,0.765902,USD,42500,587091.03,440531.03,13.95087,10.685,592911.99,454112.5,0,0,592911.99,0,,17732.65,13581.47,-11911.69,5820.96,,US5246432026,BYQKYC1,524643202,LGC U,YVRF9001002,USD,TRUST,,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,52539T206,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,LEISURE ACQUISITION CORP,.,EQUITIES,CAD,0.765902,USD,45100,623965.97,468225.75,13.670156,10.47,616524.01,472197,0,0,616524.01,0,,5185.07,3971.25,-12627.03,-7441.96,,US52539T2069,BF6QP67,52539T206,LACQ U,YVRF9001002,USD,TRUST,,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,58471A105,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - TECHNOLOGY,EQUITIES - UNITED STATES - TECHNOLOGY,MEDIDATA SOLUTIONS INC,.,EQUITIES,CAD,0.765902,USD,15900,1903792.01,1444912.55,120.407043,92.22,1914471.98,1466298,0,0,1914471.98,0,,27921.91,21385.45,-17241.94,10679.97,,US58471A1051,B5424Q0,58471A105,MDSO,YVRF9001002,USD,,,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,58518F208,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,MEGALITH FINANCIAL ACQUISITION,.,EQUITIES,CAD,0.765902,USD,39700,544042.6,408615.29,13.741966,10.525,545556.06,417842.5,0,0,545556.06,0,,12047.5,9227.21,-10534.04,1513.46,,US58518F2083,BFCMWT1,58518F208,MFACU,YVRF9001002,USD,TRUST,,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,59870L106,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - INDUSTRIAL PRODUCTS,EQUITIES - UNITED STATES - INDUSTRIAL PRODUCTS,MILACRON HOLDINGS CORP,.,EQUITIES,CAD,0.765902,USD,16700,370033.11,281417.77,22.000203,16.85,367403.38,281395,0,0,367403.38,0,,-29.74,-22.77,-2599.99,-2629.73,,US59870L1061,BYMWL31,59870L106,MCRN,YVRF9001002,USD,,,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,609754205,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,MONOCLE ACQUISITION CORP,.,EQUITIES,CAD,0.765902,USD,79300,1076116.99,807339.96,13.709325,10.5,1087149.47,832650,0,0,1087149.47,0,,33046.04,25310.04,-22013.56,11032.48,,US6097542053,BJ4LDH9,609754205,MNCL U,YVRF9001002,USD,TRUST,,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,61946M100,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,MOSAIC ACQUISITION CORP,.,EQUITIES,CAD,0.765902,USD,155898,2146402.82,1614170.92,13.369856,10.24,2084333.81,1596395.52,0,0,2084333.81,0,,-23208.44,-17775.4,-38860.57,-62069.01,,US61946M1009,BHK9TY2,61946M100,MOSC,YVRF9001002,USD,,,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,61946M118,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - CONSUMER SERVICES,EQUITIES - UNITED STATES - CONSUMER SERVICES,MOSAIC ACQUISITION CORP,WT EXP 12/08/2022,EQUITIES,CAD,0.765902,USD,22266,1796.93,1360.95,1.109803,0.85,24710.86,18926.1,0,0,24710.86,0,,22933.94,17565.15,-20.01,22913.93,,US61946M1181,BHK9V68,61946M118,MOSCX,YVRF9001002,USD,,,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,61946M118,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - CONSUMER SERVICES,EQUITIES - UNITED STATES - CONSUMER SERVICES,MOSAIC ACQUISITION CORP,WT EXP 12/08/2022,EQUITIES,CAD,0.765902,USD,-7300,-12474.43,-9416.8,1.109803,0.85,-8101.56,-6205,0,0,-8101.56,0,,4193.48,3211.8,179.39,4372.87,,US61946M1181,BHK9V68,61946M118,MOSCX,YVRF9001002,USD,,,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,624745204,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,MUDRICK CAPITAL ACQUISITION CO,.,EQUITIES,CAD,0.765902,USD,26400,371506.79,279012.75,14.068379,10.775,371405.2,284460,0,0,371405.2,0,,7112.22,5447.25,-7213.81,-101.59,,US6247452047,BF59NF2,624745204,MUDS U,YVRF9001002,USD,TRUST,,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,629076209,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,NEBULA ACQUISITION CORP,.,EQUITIES,CAD,0.765902,USD,52900,728044.51,546256.5,13.709325,10.5,725223.29,555450,0,0,725223.29,0,,12003.46,9193.5,-14824.68,-2821.22,,US6290762094,BFFK7L9,629076209,NEBU U,YVRF9001002,USD,TRUST,,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,64822P205,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,NEW PROVIDENCE ACQUISITION COR,.,EQUITIES,CAD,0.765902,USD,66100,874862.8,662708.5,13.147896,10.07,869075.89,665627,0,0,869075.89,0,,3810.54,2918.5,-9597.45,-5786.91,,US64822P2056,BH4GQ26,64822P205,NPAU U,YVRF9001002,USD,TRUST,,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,68373P209,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,OPES ACQUISITION CORP,.,EQUITIES,CAD,0.765902,USD,31300,436410.15,327564.75,14.296868,10.95,447491.95,342735,0,0,447491.95,0,,19807.03,15170.25,-8725.23,11081.8,,US68373P2092,BFZ1JZ0,68373P209,OPES U,YVRF9001002,USD,TRUST,,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,72582K209,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,PIVOTAL INVESTMENT CORP II,.,EQUITIES,CAD,0.765902,USD,79300,1040708.72,795504,13.284989,10.175,1053499.61,806877.5,0,0,1053499.61,0,,14849.81,11373.5,-2058.92,12790.89,,US72582K2096,BJQ3RK4,72582K209,PIC U,YVRF9001002,USD,TRUST,,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,72583A101,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,PIVOTAL ACQUISITION CORP,.,EQUITIES,CAD,0.765902,USD,88900,1161236.34,876358.87,13.31763,10.2,1183937.31,906780,0,0,1183937.31,0,,39719.36,30421.13,-17018.39,22700.97,,US72583A1016,BFY8WH5,72583A101,PVT,YVRF9001002,USD,,,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,74621Q205,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,PURE ACQUISITION CORP,.,EQUITIES,CAD,0.765902,USD,102000,1448659.1,1086510.52,13.944342,10.68,1422322.88,1089360,0,0,1422322.88,0,,3720.42,2849.48,-30056.64,-26336.22,,US74621Q2057,BFWCZC5,74621Q205,PACQ U,YVRF9001002,USD,,,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,74933V108,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - HEALTH CARE SERVICES,EQUITIES - UNITED STATES - HEALTH CARE SERVICES,RA PHARMACEUTICALS INC,.,EQUITIES,CAD,0.765902,USD,17538,1062860.86,804596.03,60.791064,46.56,1066153.68,816569.28,0,0,1066153.68,0,,15632.87,11973.25,-12340.05,3292.82,,US74933V1089,BD3WM85,74933V108,RARX,YVRF9001002,USD,,,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,749641205,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,RMG ACQUISITION CORP,.,EQUITIES,CAD,0.765902,USD,88600,1183734.52,888448.37,13.20665,10.115,1170109.17,896189,0,0,1170109.17,0,,10106.55,7740.63,-23731.9,-13625.35,,US7496412054,BHNFD34,749641205,RMG U,YVRF9001002,USD,TRUST,,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,80821R208,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,SCHULTZE SPECIAL PURPOSE ACQUI,.,EQUITIES,CAD,0.765902,USD,57600,779829.86,585523.5,13.630986,10.44,785144.79,601344,0,0,785144.79,0,,20656.06,15820.5,-15341.13,5314.93,,US80821R2085,BGPVCZ8,80821R208,SAMA U,YVRF9001002,USD,TRUST,,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,838884203,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,SOUTH MOUNTAIN MERGER CORP,.,EQUITIES,CAD,0.765902,USD,39700,527273.09,399184.5,13.291517,10.18,527673.22,404146,0,0,527673.22,0,,6477.98,4961.5,-6077.85,400.13,,US8388842036,BJ5FZC9,838884203,SMMC U,YVRF9001002,USD,TRUST,,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,846784114,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,SPARTAN ENERGY ACQUISITION COR,.,EQUITIES,CAD,0.765902,USD,92900,1263075.22,947038.81,13.350271,10.225,1240240.2,949902.5,0,0,1240240.2,0,,3738.98,2863.69,-26574,-22835.02,,US8467841149,BFXHNC5,846784114,SPAQU,YVRF9001002,USD,TRUST,,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,867914103,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,SUNTRUST BANKS INC,.,EQUITIES,CAD,0.765902,USD,82888,7232878.42,5470262.48,90.834071,69.57,7529054.44,5766518.16,0,0,7529054.44,0,,386806.21,296255.68,-90630.19,296176.02,,US8679141031,2860990,867914103,STI,YVRF9001002,USD,,,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,88633A107,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,TIBERIUS ACQUISITION CORP,.,EQUITIES,CAD,0.765902,USD,270200,3711795.92,2807946,13.539591,10.37,3658397.35,2801974,0,0,3658397.35,0,,-7797.35,-5972,-45601.22,-53398.57,,US88633A1079,BF5HDL2,88633A107,TIBR,YVRF9001002,USD,,,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,88633A115,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,TIBERIUS ACQUISITION CORP,WT EXP 04/10/2023,EQUITIES,CAD,0.765902,USD,58000,0,0,1.462328,1.12,84815.02,64960,0,0,84815.02,0,,84815.02,64960,0,84815.02,,US88633A1152,BF5HDM3,88633A115,TIBR W,YVRF9001002,USD,,,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,89154L209,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,TORTOISE ACQUISITION CORP,.,EQUITIES,CAD,0.765902,USD,52900,706745.44,531069.5,13.213178,10.12,698977.12,535348,0,0,698977.12,0,,5586.22,4278.5,-13354.54,-7768.32,,US89154L2097,BHZ63B3,89154L209,SHLLU,YVRF9001002,USD,,,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,89615T205,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,TRIDENT ACQUISITIONS CORP,.,EQUITIES,CAD,0.765902,USD,30900,429293.03,322222.75,13.787664,10.56,426038.82,326304,0,0,426038.82,0,,5328.7,4081.25,-8582.91,-3254.21,,US89615T2050,BDC4CY8,89615T205,TDAC U,YVRF9001002,USD,TRUST,,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,89628U207,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,TRINE ACQUISITION CORP,.,EQUITIES,CAD,0.765902,USD,79300,1067617.22,800531.5,13.539591,10.37,1073689.53,822341,0,0,1073689.53,0,,28475.58,21809.5,-22403.27,6072.31,,US89628U2078,BGSRPG5,89628U207,TRNEU,YVRF9001002,USD,TRUST,,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,89653L106,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,TRINITY MERGER CORP,.,EQUITIES,CAD,0.765902,USD,37000,510455.93,385564.82,13.683212,10.48,506278.84,387760,0,0,506278.84,0,,2866.14,2195.18,-7043.23,-4177.09,,US89653L1061,BFMMS37,89653L106,TMCX,YVRF9001002,USD,,,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,90069K203,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,TUSCAN HOLDINGS CORP,.,EQUITIES,CAD,0.765902,USD,143600,1998586.79,1497147.24,13.709325,10.5,1968659.07,1507800,0,0,1968659.07,0,,13908.79,10652.76,-43836.51,-29927.72,,US90069K2033,BJNFPQ5,90069K203,THCB U,YVRF9001002,USD,TRUST,,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,90070A202,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,TUSCAN HOLDINGS CORP II,.,EQUITIES,CAD,0.765902,USD,158600,2077100.63,1588214,13.160691,10.0798,2087285.57,1598656.28,0,0,2087285.57,0,,13633.95,10442.28,-3449.01,10184.94,,US90070A2024,BK8XYX1,90070A202,THCA U,YVRF9001002,USD,TRUST,,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,92243N202,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,VECTOIQ ACQUISITION CORP,.,EQUITIES,CAD,0.765902,USD,62600,878473.57,659144.5,13.970455,10.7,874550.48,669820,0,0,874550.48,0,,13938.46,10675.5,-17861.55,-3923.09,,US92243N2027,BFXY995,92243N202,VTIQ U,YVRF9001002,USD,TRUST,,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,92927K102,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - INDUSTRIAL PRODUCTS,EQUITIES - UNITED STATES - INDUSTRIAL PRODUCTS,WABCO HOLDINGS INC,.,EQUITIES,CAD,0.765902,USD,20700,3657262.77,2755882.19,175.897168,134.72,3641071.38,2788704,0,0,3641071.38,0,,42853.81,32821.81,-59045.2,-16191.39,,US92927K1025,B23CNQ3,92927K102,WBC,YVRF9001002,USD,,,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,98919V105,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - COMMUNICATION SERVICES,EQUITIES - UNITED STATES - COMMUNICATION SERVICES,ZAYO GROUP HOLDINGS INC,.,EQUITIES,CAD,0.765902,USD,145152,6454496.42,4867690.86,44.666287,34.21,6483400.82,4965649.92,0,0,6483400.82,0,,127900.24,97959.06,-98995.84,28904.4,,US98919V1052,BRJ3H07,98919V105,ZAYO,YVRF9001002,USD,,,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,99I0019WV,US,UNITED STATES,ALTERNATIVE INVESTMENTS,ALTERNATIVE INVESTMENTS - UNITED STATES,ALTERNATIVE INVESTMENTS - UNITED STATES - PUT OPTION,ALTERNATIVE INVESTMENTS - UNITED STATES - PUT OPTION,"OXY1,US,PUT,62.5,11/15/19,OCCIDENTAL PETE CORP",.,ALTERNATIVE INVESTMENTS,CAD,0.765902,USD,62,6761.28,5045.4,0.019585,0.015,121.43,93,0,0,121.43,0,11/16/2019,-6466.1,-4952.4,-173.75,-6639.85,,,,,,YVRF9001002,USD,,674599105,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,99I5189NN,IE,IRELAND,ALTERNATIVE INVESTMENTS,ALTERNATIVE INVESTMENTS - IRELAND,ALTERNATIVE INVESTMENTS - IRELAND - PUT OPTION,ALTERNATIVE INVESTMENTS - IRELAND - PUT OPTION,"AGN,US,PUT,150,02/21/20,ALLERGAN PLC",.,ALTERNATIVE INVESTMENTS,CAD,0.765902,USD,59,32451.2,24473.39,3.499142,2.68,20644.94,15812,0,0,20644.94,0,2/22/2020,-11308.74,-8661.39,-497.52,-11806.26,,,,,,YVRF9001002,USD,,G0177J108,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,99I5439XG,IL,ISRAEL,ALTERNATIVE INVESTMENTS,ALTERNATIVE INVESTMENTS - ISREAL,ALTERNATIVE INVESTMENTS - ISREAL - PUT OPTION,ALTERNATIVE INVESTMENTS - ISREAL - PUT OPTION,"MLNX,US,PUT,95,12/20/19,MELLANOX TECHNLGS INC",.,ALTERNATIVE INVESTMENTS,CAD,0.765902,USD,25,4186.7,3141.41,1.207726,0.925,3019.32,2312.5,0,0,3019.32,0,12/21/2019,-1082.26,-828.91,-85.12,-1167.38,,,,,,YVRF9001002,USD,,M51363113,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,99I5479MV,US,UNITED STATES,ALTERNATIVE INVESTMENTS,ALTERNATIVE INVESTMENTS - UNITED STATES,ALTERNATIVE INVESTMENTS - UNITED STATES - PUT OPTION,ALTERNATIVE INVESTMENTS - UNITED STATES - PUT OPTION,"CY,US,PUT,20,01/17/20,CYPRESS SEMICONDUCTOR CORP",.,ALTERNATIVE INVESTMENTS,CAD,0.765902,USD,253,18961.91,14161.5,0.195848,0.15,4954.94,3795,0,0,4954.94,0,1/18/2020,-13535.02,-10366.5,-471.95,-14006.97,,,,,,YVRF9001002,USD,,232806109,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,99I5499MQ,US,UNITED STATES,ALTERNATIVE INVESTMENTS,ALTERNATIVE INVESTMENTS - UNITED STATES,ALTERNATIVE INVESTMENTS - UNITED STATES - PUT OPTION,ALTERNATIVE INVESTMENTS - UNITED STATES - PUT OPTION,"CELG,US,PUT,80,01/17/20,CELGENE CORP",.,ALTERNATIVE INVESTMENTS,CAD,0.765902,USD,375,55538.59,42069.04,0.607127,0.465,22767.27,17437.5,0,0,22767.27,0,1/18/2020,-32160.17,-24631.54,-611.15,-32771.32,,,,,,YVRF9001002,USD,,151020104,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,99I5519MA,US,UNITED STATES,ALTERNATIVE INVESTMENTS,ALTERNATIVE INVESTMENTS - UNITED STATES,ALTERNATIVE INVESTMENTS - UNITED STATES - PUT OPTION,ALTERNATIVE INVESTMENTS - UNITED STATES - PUT OPTION,"GWR,US,PUT,105,01/17/20,GENESEE & WYO INC",.,ALTERNATIVE INVESTMENTS,CAD,0.765902,USD,49,969.4,727.37,0.685466,0.525,3358.78,2572.5,0,0,3358.78,0,1/18/2020,2409.09,1845.13,-19.71,2389.38,,,,,,YVRF9001002,USD,,371559105,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,99I5529MN,IE,IRELAND,ALTERNATIVE INVESTMENTS,ALTERNATIVE INVESTMENTS - IRELAND,ALTERNATIVE INVESTMENTS - IRELAND - PUT OPTION,ALTERNATIVE INVESTMENTS - IRELAND - PUT OPTION,"AGN,US,PUT,150,01/17/20,ALLERGAN PLC",.,ALTERNATIVE INVESTMENTS,CAD,0.765902,USD,22,8816.76,6611,1.958475,1.5,4308.65,3300,0,0,4308.65,0,1/18/2020,-4323,-3311,-185.11,-4508.11,,,,,,YVRF9001002,USD,,G0177J108,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,99I5579XF,US,UNITED STATES,ALTERNATIVE INVESTMENTS,ALTERNATIVE INVESTMENTS - UNITED STATES,ALTERNATIVE INVESTMENTS - UNITED STATES - PUT OPTION,ALTERNATIVE INVESTMENTS - UNITED STATES - PUT OPTION,"CELG,US,PUT,85,12/20/19,CELGENE CORP",.,ALTERNATIVE INVESTMENTS,CAD,0.765902,USD,9,594.08,454.5,0.652825,0.5,587.54,450,0,0,587.54,0,12/21/2019,-5.88,-4.5,-0.66,-6.54,,,,,,YVRF9001002,USD,,151020104,1,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,99I5609OA,US,UNITED STATES,ALTERNATIVE INVESTMENTS,ALTERNATIVE INVESTMENTS - UNITED STATES,ALTERNATIVE INVESTMENTS - UNITED STATES - PUT OPTION,ALTERNATIVE INVESTMENTS - UNITED STATES - PUT OPTION,"ZAYO,US,PUT,30,03/20/20,ZAYO GROUP HLDGS INC",.,ALTERNATIVE INVESTMENTS,CAD,0.765902,USD,110,3708.72,2805,0.228489,0.175,2513.38,1925,0,0,2513.38,0,3/21/2020,-1148.96,-880,-46.38,-1195.34,,,,,,YVRF9001002,USD,,98919V105,1,,,0
